,Province,Year,Scope 1 Total,Scope 1+2 Total,POP,GDP,Forest_Coverage_Rate,North,Mean_North_Winter_Temp
403,Xinjiang,2013,296.45922411288393,292.0412093916248,2285.0,8392.6,4.02,1,-1.0
404,Jiangsu,2013,706.6238201075838,765.1925760486608,8192.0,59349.4,10.48,0,-1.0
405,Jiangxi,2013,202.4053653735488,209.3944006246718,4476.0,14300.2,58.32,0,-1.0
406,Hebei,2013,823.1134677108537,895.6138657390977,7288.0,24259.6,22.29,1,-1.0
407,Henan,2013,492.9023265998856,515.8287921156042,9573.0,31632.5,20.16,0,-1.0
408,Zhejiang,2013,382.4288333555537,434.7601456259503,5784.0,37334.6,57.41,0,-1.0
409,Hainan,2013,39.47442180628555,39.46937839957398,920.0,3115.9,51.98,0,-1.0
410,Hubei,2013,319.4555918722865,326.0497149873471,5798.0,25378.0,31.14,0,-1.0
411,Hunan,2013,281.2022957687168,301.14177115018504,6600.0,23545.2,44.76,0,-1.0
412,Gansu,2013,160.89887090116835,162.91420523323998,2537.0,6014.5,10.42,1,-1.0
413,Fujian,2013,236.14744462845317,235.21592439176683,3885.0,22503.8,63.1,0,-1.0
414,Guizhou,2013,235.47117857475874,204.93591652550185,3632.0,7973.1,31.61,0,-1.0
415,Liaoning,2013,502.55542895676183,547.4136268541223,4365.0,19208.8,35.13,1,-1.0
416,Chongqing,2013,149.12160103239955,171.66628417659828,3011.0,13027.6,34.85,0,-1.0
417,Shaanxi,2013,273.3468278556945,248.25261726522524,3804.0,15905.4,37.26,1,-1.0
418,Qinghai,2013,48.14935117761583,59.782822230167056,571.0,1713.3,4.57,1,-1.0
419,Heilongjiang,2013,266.44890307229264,263.1365259529964,3666.0,11849.1,42.39,1,-1.0
420,Shanghai,2014,194.2199469248182,264.1073671492504,2467.0,25269.8,10.74,0,0.35
421,Yunnan,2014,199.7304371710598,217.13061909962988,4653.0,14041.7,50.03,0,0.35
422,InnerMongolia,2014,600.6099673502023,733.0426789056332,2449.0,12158.2,21.03,1,0.35
423,Beijing,2014,93.25545085165987,151.0586666105134,2171.0,22926.0,35.84,1,0.35
424,Jilin,2014,223.31449659943996,261.031029369802,2642.0,9966.5,40.38,1,0.35
425,Sichuan,2014,351.47989360632386,374.7720177179157,8139.0,28891.3,35.22,0,0.35
426,Tianjin,2014,158.10510263335652,177.51645918607915,1429.0,10640.6,9.87,0,0.35
427,Ningxia,2014,144.57275636913772,174.982952183803,678.0,2473.9,11.89,1,0.35
428,Anhui,2014,363.2736197440766,397.93793320402375,5997.0,22519.7,27.53,0,0.35
429,Shandong,2014,819.0641021326953,866.4041974206266,9808.0,50774.8,16.73,1,0.35
430,Shanxi,2014,498.32294433857027,570.3286627489141,3528.0,12094.7,18.03,1,0.35
431,Guangdong,2014,513.8736926405807,697.2372959040249,11489.0,68173.0,51.26,0,0.35
432,Guangxi,2014,212.20266920188624,225.58202801164708,4770.0,13587.8,56.51,0,0.35
433,Xinjiang,2014,332.08192683121496,343.9115279452917,2325.0,9264.5,4.24,1,0.35
434,Jiangsu,2014,708.2423863330208,795.3244761004768,8281.0,64830.5,15.8,0,0.35
435,Jiangxi,2014,207.6600804464491,221.8135834330351,4480.0,15667.8,60.01,0,0.35
436,Hebei,2014,791.4279599743411,872.8120640845801,7323.0,25208.9,23.41,1,0.35
437,Henan,2014,544.9773045947555,596.5664037943775,9645.0,34574.8,21.5,0,0.35
438,Zhejiang,2014,378.77764627633127,448.63036480298166,5890.0,40023.5,59.07,0,0.35
439,Hainan,2014,40.73606424727762,41.338685847512025,936.0,3449.0,55.38,0,0.35
440,Hubei,2014,320.1458635264451,385.05732183189014,5816.0,28242.1,38.4,0,0.35
441,Hunan,2014,278.6829024875204,308.2226198582037,6611.0,25881.3,47.77,0,0.35
442,Gansu,2014,164.61929201631173,190.08661540537142,2531.0,6518.4,11.28,1,0.35
443,Fujian,2014,249.34972734358368,250.31664772157197,3945.0,24942.1,65.95,0,0.35
444,Guizhou,2014,233.31079882133497,259.9535629425206,3677.0,9173.1,37.09,0,0.35
445,Liaoning,2014,506.3867960346099,585.9490993524875,4358.0,20025.7,38.24,1,0.35
446,Chongqing,2014,162.89678709549733,187.13758499905623,3043.0,14623.8,38.43,0,0.35
447,Shaanxi,2014,285.3440757115496,311.81385760953515,3827.0,17402.5,41.42,1,0.35
448,Qinghai,2014,48.75315642595489,63.3580489632905,576.0,1847.7,5.63,1,0.35
449,Heilongjiang,2014,277.8868930975648,298.7184087544626,3608.0,12170.8,43.16,1,0.35
450,Shanghai,2015,195.3237817921941,254.18745824845254,2458.0,26887.0,10.74,0,0.42
451,Yunnan,2015,179.81572621795846,168.42942479275038,4663.0,14960.0,50.03,0,0.42
452,InnerMongolia,2015,601.5459695593211,482.346656730731,2440.0,12949.0,21.03,1,0.42
453,Beijing,2015,92.76300152758073,145.98284043347647,2188.0,24779.1,35.84,1,0.42
454,Jilin,2015,208.31359598810442,205.5713943059784,2613.0,10018.0,40.38,1,0.42
455,Sichuan,2015,332.37742926500573,321.5074267209823,8196.0,30342.0,35.22,0,0.42
456,Tianjin,2015,154.35302744250365,174.66840719403137,1439.0,10879.5,9.87,0,0.42
457,Ningxia,2015,141.82127548115926,122.23001859040937,684.0,2579.4,11.89,1,0.42
458,Anhui,2015,363.9109300964534,333.93026970514404,6011.0,23831.2,27.53,0,0.42
459,Shandong,2015,854.4627516280749,902.9610619238678,9866.0,55288.8,16.73,1,0.42
460,Shanxi,2015,461.6094384464857,405.73613626203866,3519.0,11836.4,18.03,1,0.42
461,Guangdong,2015,515.0797849417779,647.0557985953582,11678.0,74732.4,51.26,0,0.42
462,Guangxi,2015,203.06490776426824,212.77288413740703,4811.0,14797.8,56.51,0,0.42
463,Xinjiang,2015,345.7297014626275,326.8833133358071,2385.0,9306.9,4.24,1,0.42
464,Jiangsu,2015,721.6548660673056,792.5307124531193,8315.0,71255.9,15.8,0,0.42
465,Jiangxi,2015,216.1358825378634,217.1105074508634,4485.0,16780.9,60.01,0,0.42
466,Hebei,2015,788.4130616806061,854.8171808780351,7345.0,26398.4,23.41,1,0.42
467,Henan,2015,527.4305568576484,581.5680262402346,9701.0,37084.1,21.5,0,0.42
468,Zhejiang,2015,378.84171386757384,436.1760536887533,5985.0,43507.7,59.07,0,0.42
469,Hainan,2015,42.28151654875863,43.321766760523474,945.0,3734.2,55.38,0,0.42
470,Hubei,2015,317.996539327078,326.6082429267417,5850.0,30344.0,38.4,0,0.42
471,Hunan,2015,292.52592741950764,317.7153138645476,6615.0,28538.6,47.77,0,0.42
472,Gansu,2015,160.0849984748306,160.37676718270973,2523.0,6556.6,11.28,1,0.42
473,Fujian,2015,234.24172589131922,233.02751790722118,3984.0,26819.5,65.95,0,0.42
474,Guizhou,2015,234.98136572749817,203.56462842324132,3708.0,10541.0,37.09,0,0.42
475,Liaoning,2015,493.9443431667032,533.4095668444477,4338.0,20210.3,38.24,1,0.42
476,Chongqing,2015,164.19669263610592,187.9809045322784,3070.0,16040.5,38.43,0,0.42
477,Shaanxi,2015,284.02510629303083,257.88795670690496,3846.0,17898.8,41.42,1,0.42
478,Qinghai,2015,51.35641677951604,61.635353445271505,577.0,2011.0,5.63,1,0.42
479,Heilongjiang,2015,273.27781006345595,267.6493406342527,3529.0,11690.0,43.16,1,0.42
480,Shanghai,2016,194.7097847273696,268.26178109399194,2467.0,29887.0,10.74,0,2.7
481,Yunnan,2016,183.8846088813828,195.31638096723088,4677.0,16369.0,50.03,0,2.7
482,InnerMongolia,2016,606.1074963777232,723.3784694124143,2436.0,13789.3,21.03,1,2.7
483,Beijing,2016,89.98181302654037,148.95432878717054,2195.0,27041.2,35.84,1,2.7
484,Jilin,2016,201.39404733511125,229.43769394389065,2567.0,10427.0,40.38,1,2.7
485,Sichuan,2016,319.09752066659007,335.87715985006815,8251.0,33138.5,35.22,0,2.7
486,Tianjin,2016,148.94587117096106,170.25111899642928,1443.0,11477.2,9.87,0,2.7
487,Ningxia,2016,139.49294795748048,172.17376097357345,695.0,2781.4,11.89,1,2.7
488,Anhui,2016,376.14539002259534,414.88037016492063,6033.0,26307.7,27.53,0,2.7
489,Shandong,2016,863.425555855365,935.013265076255,9973.0,58762.5,16.73,1,2.7
490,Shanxi,2016,474.5636640007726,545.8003470623354,3514.0,11946.4,18.03,1,2.7
491,Guangdong,2016,530.3154177990624,684.2077662476088,11908.0,82163.2,51.26,0,2.7
492,Guangxi,2016,216.80433197036365,229.6838762035394,4857.0,16116.6,56.51,0,2.7
493,Xinjiang,2016,373.6125061167255,397.67971237536676,2428.0,9630.8,4.24,1,2.7
494,Jiangsu,2016,743.0444139078165,836.8976032367937,8381.0,77350.9,15.8,0,2.7
495,Jiangxi,2016,219.10257142084856,228.56617932607855,4496.0,18388.6,60.01,0,2.7
496,Hebei,2016,807.5593416439051,869.3437387537141,7375.0,28474.1,23.41,1,2.7
497,Henan,2016,521.4719004537517,578.8253904793894,9778.0,40249.3,21.5,0,2.7
498,Zhejiang,2016,374.5719106426777,456.0721626318965,6072.0,47254.0,59.07,0,2.7
499,Hainan,2016,39.85458766436417,39.94594334914824,957.0,4090.2,55.38,0,2.7
500,Hubei,2016,319.7620181622834,373.4200596129912,5885.0,33353.0,38.4,0,2.7
501,Hunan,2016,308.0897408342067,332.59925714121266,6625.0,30853.5,47.77,0,2.7
502,Gansu,2016,153.935134115742,177.13160578376412,2520.0,6907.9,11.28,1,2.7
503,Fujian,2016,217.9265191644803,219.956075085878,4016.0,29609.4,65.95,0,2.7
504,Guizhou,2016,250.96647495997993,284.3471893496218,3758.0,11792.4,37.09,0,2.7
505,Liaoning,2016,480.4690923387396,559.46751902923,4327.0,20392.5,38.24,1,2.7
506,Chongqing,2016,156.5819731586089,182.40059260286367,3110.0,18023.0,38.43,0,2.7
507,Shaanxi,2016,272.28874320480895,307.70386770617404,3874.0,19045.8,41.42,1,2.7
508,Qinghai,2016,56.67169684743422,68.91605759485205,582.0,2258.2,5.63,1,2.7
509,Heilongjiang,2016,277.68073521544943,296.05489765910926,3463.0,11895.0,43.16,1,2.7
510,Shanghai,2017,196.1535085486939,264.21335280479593,2466.0,32925.0,10.74,0,1.42
511,Yunnan,2017,199.0088985348909,187.71064520831942,4693.0,18486.0,50.03,0,1.42
512,InnerMongolia,2017,656.8468477973454,524.0377407340236,2433.0,14898.1,21.03,1,1.42
513,Beijing,2017,85.56048932600464,152.18914136414475,2194.0,29883.0,35.84,1,1.42
514,Jilin,2017,204.33600824101936,198.48204943521685,2526.0,10922.0,40.38,1,1.42
515,Sichuan,2017,318.84077146425136,312.694727185593,8289.0,37905.1,35.22,0,1.42
516,Tianjin,2017,143.99098714969602,166.6289517771781,1410.0,12450.6,9.87,0,1.42
517,Ningxia,2017,178.62443190328997,151.05442342498768,705.0,3200.3,11.89,1,1.42
518,Anhui,2017,382.21644100958713,346.4509298931183,6057.0,29676.2,27.53,0,1.42
519,Shandong,2017,835.8190472272281,891.4382206914812,10033.0,63012.1,16.73,1,1.42
520,Shanxi,2017,508.5884542033445,449.37815867929396,3510.0,14484.3,18.03,1,1.42
521,Guangdong,2017,556.8590168754581,771.9410837276226,12141.0,91648.7,51.26,0,1.42
522,Guangxi,2017,227.8915836219169,238.41659023022314,4907.0,17790.7,56.51,0,1.42
523,Xinjiang,2017,407.7560884917333,379.79577018794186,2480.0,11159.9,4.24,1,1.42
524,Jiangsu,2017,757.8805057581361,849.2813097895958,8423.0,85869.8,15.8,0,1.42
525,Jiangxi,2017,228.97960300777532,242.24912119827033,4511.0,20210.8,60.01,0,1.42
526,Hebei,2017,792.3257699613439,877.6575432673926,7409.0,30640.8,23.41,1,1.42
527,Henan,2017,501.855728451092,554.6909201113525,9829.0,44824.9,21.5,0,1.42
528,Zhejiang,2017,384.5641900753127,478.2056139549143,6170.0,52403.1,59.07,0,1.42
529,Hainan,2017,42.15659197781648,42.14213981650452,972.0,4497.5,55.38,0,1.42
530,Hubei,2017,331.61277739017004,337.52666171124423,5904.0,37235.0,38.4,0,1.42
531,Hunan,2017,323.6580479566996,342.2319907961584,6633.0,33828.1,47.77,0,1.42
532,Gansu,2017,151.95866860430047,155.18146605654405,2522.0,7336.7,11.28,1,1.42
533,Fujian,2017,234.96980062969737,232.38259671599522,4065.0,33842.4,65.95,0,1.42
534,Guizhou,2017,257.6577660633249,226.2171212471573,3803.0,13605.4,37.09,0,1.42
535,Liaoning,2017,496.8324353193647,538.0107728756038,4312.0,21693.0,38.24,1,1.42
536,Chongqing,2017,160.5497658546952,187.747121888497,3144.0,20066.3,38.43,0,1.42
537,Shaanxi,2017,274.0296391854783,265.29500224158943,3904.0,21473.5,41.42,1,1.42
538,Qinghai,2017,53.486151107458284,63.6171109270302,586.0,2465.1,5.63,1,1.42
539,Heilongjiang,2017,276.9108443905162,276.38586988376875,3399.0,12313.0,43.16,1,1.42
540,Shanghai,2018,190.64161042853152,264.31865198199876,2475.0,36011.8,10.74,0,1.65
541,Yunnan,2018,212.24411148453342,197.73814267401815,4703.0,20880.6,50.03,0,1.65
542,InnerMongolia,2018,723.5685630927471,589.4405368313237,2422.0,16140.8,21.03,1,1.65
543,Beijing,2018,88.40908324515155,157.02201240545708,2192.0,33106.0,35.84,1,1.65
544,Jilin,2018,196.24728908611723,190.73943139502833,2484.0,11253.8,40.38,1,1.65
545,Sichuan,2018,296.3125428411214,294.9127551071312,8321.0,42902.1,35.22,0,1.65
546,Tianjin,2018,154.33674979236582,175.40198746438222,1383.0,13362.9,9.87,0,1.65
547,Ningxia,2018,191.58903802934753,158.88810329665048,710.0,3510.2,11.89,1,1.65
548,Anhui,2018,398.9842765344462,361.04924945075965,6076.0,34010.9,27.53,0,1.65
549,Shandong,2018,901.6468051833427,970.1515746769456,10077.0,66648.9,16.73,1,1.65
550,Shanxi,2018,541.7962858082642,473.7814042722365,3502.0,15958.1,18.03,1,1.65
551,Guangdong,2018,567.5069585930127,730.1695218203341,12348.0,99945.2,51.26,0,1.65
552,Guangxi,2018,231.83285536229562,244.08558721018042,4947.0,19627.8,56.51,0,1.65
553,Xinjiang,2018,421.4225503858715,390.6033344146383,2520.0,12809.4,4.24,1,1.65
554,Jiangsu,2018,764.0493126731385,869.3965283870305,8446.0,93207.6,15.8,0,1.65
555,Jiangxi,2018,236.6292847725986,251.29446583850958,4513.0,22716.5,60.01,0,1.65
556,Hebei,2018,912.2043156737283,988.7650010895303,7426.0,32494.6,23.41,1,1.65
557,Henan,2018,490.6781653172248,550.217577964784,9864.0,49935.9,21.5,0,1.65
558,Zhejiang,2018,388.8253375175784,501.24205764305657,6273.0,58002.8,59.07,0,1.65
559,Hainan,2018,42.193660219001984,42.36451034549087,982.0,4910.7,55.38,0,1.65
560,Hubei,2018,329.07752761537097,322.6538789279341,5917.0,42022.0,38.4,0,1.65
561,Hunan,2018,305.9705698541212,329.8454587069237,6635.0,36329.7,47.77,0,1.65
562,Gansu,2018,162.9903190363825,167.10772289816896,2515.0,8104.1,11.28,1,1.65
563,Fujian,2018,261.4556089768568,255.4106797300404,4104.0,38687.8,65.95,0,1.65
564,Guizhou,2018,252.99062400739118,222.3181994496585,3822.0,15353.2,37.09,0,1.65
565,Liaoning,2018,521.0027786109881,566.5496885772686,4291.0,23510.5,38.24,1,1.65
566,Chongqing,2018,160.6043319295886,194.29607767911955,3163.0,21588.8,38.43,0,1.65
567,Shaanxi,2018,276.165925723287,275.53557001606913,3931.0,23941.9,41.42,1,1.65
568,Qinghai,2018,51.9379739318779,58.901070544062904,587.0,2748.0,5.63,1,1.65
569,Heilongjiang,2018,248.28102519313492,214.28485570448692,3327.0,12846.5,43.16,1,1.65
570,Shanghai,2019,192.91218220216575,268.6179242614334,2481.0,37987.6,14.04,0,3.71
571,Yunnan,2019,185.95592011337283,171.2787543709429,4714.0,23223.8,55.04,0,3.71
572,InnerMongolia,2019,794.279374871464,643.1211734244299,2415.0,17212.5,22.1,1,3.71
573,Beijing,2019,88.15543680294941,157.7294477394373,2190.0,35445.1,43.77,1,3.71
574,Jilin,2019,203.66156128832287,196.51043741774185,2448.0,11726.8,41.49,1,3.71
575,Sichuan,2019,315.16335513633845,312.5096042780087,8351.0,46363.8,38.03,0,3.71
576,Tianjin,2019,158.46648203981863,180.84886818429356,1385.0,14055.5,12.07,0,3.71
577,Ningxia,2019,212.41378355333543,175.26167054217524,717.0,3748.5,12.63,1,3.71
578,Anhui,2019,408.06434106990173,375.54982962682294,6092.0,36845.5,28.65,0,3.71
579,Shandong,2019,937.116922173565,1028.410915479849,10106.0,70540.5,17.51,1,3.71
580,Shanxi,2019,566.4842509996043,498.24769589413376,3497.0,16961.6,20.5,1,3.71
581,Guangdong,2019,585.8105305848984,755.6542536146868,12489.0,107986.9,53.52,0,3.71
582,Guangxi,2019,246.71670901614,258.6647121138892,4982.0,21237.1,60.17,0,3.71
583,Xinjiang,2019,455.2745744376065,413.93912440629884,2559.0,13597.1,4.87,1,3.71
584,Jiangsu,2019,804.5942139320438,918.0039738233024,8469.0,98656.8,15.2,0,3.71
585,Jiangxi,2019,242.3082564978318,257.8827626075718,4516.0,24667.3,61.16,0,3.71
586,Hebei,2019,914.2091182203847,995.5025388206313,7447.0,34978.6,26.78,1,3.71
587,Henan,2019,460.6308192655039,531.0995700464174,9901.0,53717.8,24.14,0,3.71
588,Zhejiang,2019,381.40721571023397,506.7706112318449,6375.0,62462.0,59.43,0,3.71
589,Hainan,2019,43.06708425577868,44.04384837662599,995.0,5330.8,57.36,0,3.71
590,Hubei,2019,354.7524714873529,346.36169445802665,5927.0,45429.0,39.61,0,3.71
591,Hunan,2019,310.6416664583151,345.49077047954296,6640.0,39894.1,49.69,0,3.71
592,Gansu,2019,164.48840264265556,171.96995200972782,2509.0,8718.3,11.33,1,3.71
593,Fujian,2019,278.1092921207489,271.440088972754,4137.0,42326.6,66.8,0,3.71
594,Guizhou,2019,261.12923527405553,226.64536197186175,3848.0,16769.3,43.77,0,3.71
595,Liaoning,2019,533.3884358652839,583.1435357158877,4277.0,24855.3,39.24,1,3.71
596,Chongqing,2019,156.25467298724152,193.06319986270148,3188.0,23605.8,43.11,0,3.71
597,Shaanxi,2019,296.27254016679996,289.54776458130266,3944.0,25793.2,43.06,1,3.71
598,Qinghai,2019,51.75240333370681,57.1970320474788,590.0,2941.1,5.82,1,3.71
599,Heilongjiang,2019,278.2113376335984,274.1372894367264,3255.0,13544.4,43.78,1,3.71
